Pierre Gaultier de Varennes, sieur de La Vérendrye,17.11.1685 (BC: False),5.12.1749 (BC: False)
Omar Sharif,10.4.1932 (BC: False),10.7.2015 (BC: False)
Perizonius,None.None.1626 (BC: False),None.None.1672 (BC: False)
Peter Paul Dobree,26.6.1782 (BC: False),24.9.1825 (BC: False)
James Henry Monk,12.12.1784 (BC: False),6.6.1856 (BC: False)
James Scholefield,15.11.1789 (BC: False),4.4.1853 (BC: False)
Constantine Phipps, 1st Marquess of Normanby,15.5.1797 (BC: False),28.7.1863 (BC: False)
George Phipps, 2nd Marquess of Normanby,23.7.1819 (BC: False),3.4.1890 (BC: False)
François Hemsterhuis,27.12.1721 (BC: False),7.7.1790 (BC: False)
Gilbert Hernandez,1.2.1957 (BC: False),'alive'
Michael Bernays,27.11.1834 (BC: False),25.2.1897 (BC: False)
Richard Porson,25.12.1759 (BC: False),25.9.1808 (BC: False)
Connop Thirlwall,11.1.1797 (BC: False),27.7.1875 (BC: False)
Tom Landry,11.9.1924 (BC: False),12.2.2000 (BC: False)
Bob Lilly,26.7.1939 (BC: False),'alive'
Friedrich Schlegel,10.3.1772 (BC: False),12.1.1829 (BC: False)
Darren Flutie,18.11.1966 (BC: False),'alive'
Jamaaladeen Tacuma,11.6.1956 (BC: False),'alive'
Tasker Oddie,20.10.1870 (BC: False),17.2.1950 (BC: False)
Cristina Saralegui,29.1.1948 (BC: False),'alive'
Marc Boerigter,4.5.1978 (BC: False),'alive'
Warren Moon,18.11.1956 (BC: False),'alive'
Christian Herter,28.3.1895 (BC: False),30.12.1966 (BC: False)
Verity Lambert,27.11.1935 (BC: False),22.11.2007 (BC: False)
George-Étienne Cartier,6.9.1814 (BC: False),20.5.1873 (BC: False)
Claude Bolling,10.4.1930 (BC: False),'alive'
Paul D'Amour,12.5.1967 (BC: False),'alive'
Maurice Bowra,8.4.1898 (BC: False),4.7.1971 (BC: False)
Louis-Joseph de Montcalm,28.2.1712 (BC: False),14.9.1759 (BC: False)
Anna Magnani,7.3.1908 (BC: False),26.9.1973 (BC: False)
Dido (singer),25.12.1971 (BC: False),'alive'
Louis-Joseph Papineau,7.10.1786 (BC: False),23.9.1871 (BC: False)
Mushitaro Oguri,14.3.1901 (BC: False),10.2.1946 (BC: False)
Hidemitsu Tanaka,10.1.1913 (BC: False),3.11.1949 (BC: False)
Fujimoto Kazuko,1.1.1939 (BC: False),'alive'
John Lambton, 1st Earl of Durham,12.4.1792 (BC: False),28.7.1840 (BC: False)
Carroll Baker,28.5.1931 (BC: False),'alive'
Louis-Hippolyte Lafontaine,10.10.1807 (BC: False),26.2.1864 (BC: False)
Nancy Kelly,25.3.1921 (BC: False),2.1.1995 (BC: False)
Kōbō Abe,7.3.1924 (BC: False),22.1.1993 (BC: False)
Mori Ōgai,17.2.1862 (BC: False),8.7.1922 (BC: False)
Gao Xingjian,4.1.1940 (BC: False),'alive'
Gloria Macapagal Arroyo,5.4.1947 (BC: False),'alive'
Horst Köhler,22.2.1943 (BC: False),'alive'
Maurice Duplessis,20.4.1890 (BC: False),7.9.1959 (BC: False)
Robert Bourassa,14.7.1933 (BC: False),2.10.1996 (BC: False)
Henri Coandă,7.6.1886 (BC: False),25.11.1972 (BC: False)
Lucien Bouchard,22.12.1938 (BC: False),'alive'
Roy Jones Jr.,16.1.1969 (BC: False),'alive'
Andrew Kippis,28.3.1725 (BC: False),8.10.1795 (BC: False)
J. B. Lightfoot,13.4.1828 (BC: False),21.12.1889 (BC: False)
Thomas Duffus Hardy,22.5.1804 (BC: False),15.6.1878 (BC: False)
Alexander Balloch Grosart,18.6.1827 (BC: False),16.3.1899 (BC: False)
Khalid Sheikh Mohammed,1.3.1964 (BC: False),'alive'
Thomas Gataker,None.None.1574 (BC: False),None.None.1654 (BC: False)
Alexander Dyce,30.6.1798 (BC: False),15.5.1869 (BC: False)
Frank Winfield Woolworth,13.4.1852 (BC: False),8.4.1919 (BC: False)
Thomas Gaisford,22.12.1779 (BC: False),2.6.1855 (BC: False)
Bob Graham,9.11.1936 (BC: False),'alive'
Friedrich Wilhelm Schneidewin,6.6.1810 (BC: False),11.1.1856 (BC: False)
Don Byas,21.10.1912 (BC: False),24.8.1972 (BC: False)
Hans Langsdorff,20.3.1894 (BC: False),20.12.1939 (BC: False)
Barbara Turner (screenwriter),14.7.1936 (BC: False),5.4.2016 (BC: False)
Carel Gabriel Cobet,28.11.1813 (BC: False),26.10.1889 (BC: False)
Martha Stewart,3.8.1941 (BC: False),'alive'
Jason Marsden,3.1.1975 (BC: False),'alive'
Wilhelm Wattenbach,22.9.1819 (BC: False),20.9.1897 (BC: False)
Pope Shenouda III of Alexandria,3.8.1923 (BC: False),17.3.2012 (BC: False)
S. S. Kresge,31.7.1867 (BC: False),18.10.1966 (BC: False)
William Lloyd Webber,11.3.1914 (BC: False),29.10.1982 (BC: False)
Mary Pope Osborne,20.5.1949 (BC: False),'alive'
Jackie Coogan,26.10.1914 (BC: False),1.3.1984 (BC: False)
Betty Grable,18.12.1916 (BC: False),2.7.1973 (BC: False)
Jeremiah Dixon,27.7.1733 (BC: False),22.1.1779 (BC: False)
Maximilian von Spee,22.6.1861 (BC: False),8.12.1914 (BC: False)
James Thornhill,25.7.1675 (BC: False),4.5.1734 (BC: False)
Emperor Go-Momozono,5.8.1758 (BC: False),16.12.1779 (BC: False)
Rigoberta Menchú,9.1.1959 (BC: False),'alive'
David Frum,30.6.1960 (BC: False),'alive'
Simon Fraser, 11th Lord Lovat,5.1.1667 (BC: False),9.4.1747 (BC: False)
Rubén Olivares,14.1.1947 (BC: False),'alive'
Vladislav Listyev,10.5.1956 (BC: False),1.3.1995 (BC: False)
Nick Leeson,25.2.1967 (BC: False),'alive'
Natalie Imbruglia,4.2.1975 (BC: False),'alive'
Jimmy Connors,2.9.1952 (BC: False),'alive'
Artie Shaw,23.5.1910 (BC: False),30.12.2004 (BC: False)
Erich von Däniken,14.4.1935 (BC: False),'alive'
Marty Robbins,26.9.1925 (BC: False),8.12.1982 (BC: False)
Hermann Lotze,21.5.1817 (BC: False),1.7.1881 (BC: False)
Johann Friedrich Herbart,4.5.1776 (BC: False),14.8.1841 (BC: False)
Kuno Fischer,23.7.1824 (BC: False),5.7.1907 (BC: False)
Eric Voegelin,3.1.1901 (BC: False),19.1.1985 (BC: False)
James Cooke Brown,21.7.1921 (BC: False),13.2.2000 (BC: False)
Pierre-Antoine Berryer,4.1.1790 (BC: False),29.11.1868 (BC: False)
Waki Yamato,13.3.1948 (BC: False),'alive'
André Marie Jean Jacques Dupin,1.2.1783 (BC: False),8.11.1865 (BC: False)
Jasper Fforde,11.1.1961 (BC: False),'alive'
Juliette Gordon Low,31.10.1860 (BC: False),17.1.1927 (BC: False)
John Craig (mathematician),None.None.1663 (BC: True),11.10.1731 (BC: False)
Otto Hölder,22.12.1859 (BC: False),29.8.1937 (BC: False)
John Joly,1.11.1857 (BC: False),8.12.1933 (BC: False)
Steven Norris,24.5.1945 (BC: False),'alive'
Godfrey Kneller,8.8.1646 (BC: False),19.10.1723 (BC: False)
Simon Marius,20.1.1573 (BC: False),5.1.1625 (BC: False)
Wilhelm Eduard Weber,24.10.1804 (BC: False),23.6.1891 (BC: False)
Leonard Wood,9.10.1860 (BC: False),7.8.1927 (BC: False)
Marciano Cantero,25.8.1960 (BC: False),'alive'
Robert Hunter (lyricist),23.6.1941 (BC: False),23.9.2019 (BC: False)
Ernest Renan,28.2.1823 (BC: False),2.10.1892 (BC: False)
Mark-Anthony Turnage,10.6.1960 (BC: False),'alive'
Marcellin Berthelot,25.10.1827 (BC: False),18.3.1907 (BC: False)
Antoine Jérôme Balard,30.9.1802 (BC: False),30.4.1876 (BC: False)
Michel Eugène Chevreul,31.8.1786 (BC: False),9.4.1889 (BC: False)
Louis Nicolas Vauquelin,16.5.1763 (BC: False),14.11.1829 (BC: False)
Antoine François, comte de Fourcroy,15.6.1755 (BC: False),16.12.1809 (BC: False)
Mick Ronson,26.5.1946 (BC: False),29.4.1993 (BC: False)
Léon Bourgeois,21.5.1851 (BC: False),29.9.1925 (BC: False)
William Gaddis,29.12.1922 (BC: False),16.12.1998 (BC: False)
Émile Combes,6.9.1835 (BC: False),25.5.1921 (BC: False)
Ed Rosenthal,None.None.1944 (BC: False),'alive'
Robert W. Chambers,26.5.1865 (BC: False),16.12.1933 (BC: False)
Malcolm Williamson,21.11.1931 (BC: False),2.3.2003 (BC: False)
Arthur Griffith,31.3.1871 (BC: False),12.8.1922 (BC: False)
Paul Wolfowitz,22.12.1943 (BC: False),'alive'
Christopher Morley,5.5.1890 (BC: False),28.3.1957 (BC: False)
Adolphe Thiers,15.4.1797 (BC: False),3.9.1877 (BC: False)
Johnny Otis,28.12.1921 (BC: False),17.1.2012 (BC: False)
Arthur Quiller-Couch,21.11.1863 (BC: False),12.5.1944 (BC: False)
Jens Stoltenberg,16.3.1959 (BC: False),'alive'
Thorbjørn Jagland,5.11.1950 (BC: False),'alive'
Jan P. Syse,25.11.1930 (BC: False),17.9.1997 (BC: False)
Kåre Willoch,3.10.1928 (BC: False),'alive'
Horst Buchholz,4.12.1933 (BC: False),3.3.2003 (BC: False)
Svetlana Savitskaya,8.8.1948 (BC: False),'alive'
Penelope Spheeris,2.12.1945 (BC: False),'alive'
Dennis Hwang,None.None.1978 (BC: False),'alive'
Valentina Tereshkova,6.3.1937 (BC: False),'alive'
Jimmy Dean,10.8.1928 (BC: False),13.6.2010 (BC: False)
Billy Wright (footballer, born 1924),6.2.1924 (BC: False),3.9.1994 (BC: False)
Bertil Ohlin,23.4.1899 (BC: False),3.8.1979 (BC: False)
Norris McWhirter,12.8.1925 (BC: False),19.4.2004 (BC: False)
George Akerlof,17.6.1940 (BC: False),'alive'
Ross McWhirter,12.8.1925 (BC: False),27.11.1975 (BC: False)
Aristide Briand,28.3.1862 (BC: False),7.3.1932 (BC: False)
Émile Loubet,30.12.1838 (BC: False),20.12.1929 (BC: False)
Darryl F. Zanuck,5.9.1902 (BC: False),22.12.1979 (BC: False)
Redd Foxx,9.12.1922 (BC: False),11.10.1991 (BC: False)
Albert Sorel,13.8.1842 (BC: False),29.6.1906 (BC: False)
Heinrich von Sybel,2.12.1817 (BC: False),1.8.1895 (BC: False)
Marinus van der Lubbe,13.1.1909 (BC: False),10.1.1934 (BC: False)
Patrice de MacMahon,13.6.1808 (BC: False),17.10.1893 (BC: False)
Joe Pantoliano,12.9.1951 (BC: False),'alive'
André Delvaux,21.3.1926 (BC: False),4.10.2002 (BC: False)
Harry Burnett Lumsden,12.11.1821 (BC: False),12.8.1896 (BC: False)
Antonio de Ulloa,12.1.1716 (BC: False),3.7.1795 (BC: False)
Liu Huaqing,1.10.1916 (BC: False),14.1.2011 (BC: False)
Luis Estaba,13.8.1938 (BC: False),'alive'
Ninette de Valois,6.6.1898 (BC: False),8.3.2001 (BC: False)
Odvar Nordli,3.11.1927 (BC: False),9.1.2018 (BC: False)
Einar Gerhardsen,16.5.1897 (BC: False),19.9.1987 (BC: False)
50 Cent,6.7.1975 (BC: False),'alive'
Cornelius Jansen,28.10.1585 (BC: False),6.5.1638 (BC: False)
Jacob Jordaens,19.5.1593 (BC: False),18.10.1678 (BC: False)
Pedanius Dioscorides,None.None.40 (BC: False),None.None.90 (BC: False)
Ōkubo Toshimichi,26.9.1830 (BC: False),14.5.1878 (BC: False)
Ōyama Iwao,12.11.1842 (BC: False),10.12.1916 (BC: False)
Kido Takayoshi,11.8.1833 (BC: False),26.5.1877 (BC: False)
Komura Jutarō,16.9.1855 (BC: False),25.11.1911 (BC: False)
Jon Crosby,25.7.1976 (BC: False),'alive'
Keith Allen (actor),2.9.1953 (BC: False),'alive'
Walford Davies,6.9.1869 (BC: False),11.3.1941 (BC: False)
Martin Niemöller,14.1.1892 (BC: False),6.3.1984 (BC: False)
Walt Kelly,25.8.1913 (BC: False),18.10.1973 (BC: False)
Isobel Barnett,30.6.1918 (BC: False),28.10.1980 (BC: False)
James Braid (surgeon),19.6.1795 (BC: False),25.3.1860 (BC: False)
Al Hirt,7.11.1922 (BC: False),27.4.1999 (BC: False)
James K. Baxter,29.6.1926 (BC: False),22.10.1972 (BC: False)
Walter Parratt,10.2.1841 (BC: False),27.3.1924 (BC: False)
William Shield,5.3.1748 (BC: False),25.1.1829 (BC: False)
Wordplay (musician),11.11.1984 (BC: False),'alive'
Gerald Edelman,1.7.1929 (BC: False),17.5.2014 (BC: False)
Terry Winograd,24.2.1946 (BC: False),'alive'
Thomas Nagel,4.7.1937 (BC: False),'alive'
Bernadette Devlin McAliskey,23.4.1947 (BC: False),'alive'
Maher Arar,None.None.1970 (BC: False),'alive'
Bryan Adams,5.11.1959 (BC: False),'alive'
Bob Fitzsimmons,26.5.1863 (BC: False),22.10.1917 (BC: False)
Ted Koppel,8.2.1940 (BC: False),'alive'
Yanka Dyagileva,4.9.1966 (BC: False),9.5.1991 (BC: False)
Gherman Titov,11.9.1935 (BC: False),20.9.2000 (BC: False)
Trygve Bratteli,11.1.1910 (BC: False),20.11.1984 (BC: False)
John Henley (priest),3.8.1692 (BC: False),13.10.1756 (BC: False)
James Butler, 1st Duke of Ormond,19.10.1610 (BC: False),21.7.1688 (BC: False)
Charles-Denis Bourbaki,22.4.1816 (BC: False),27.9.1897 (BC: False)
Justin Clinchant,None.None.24 (BC: False),None.None.1881 (BC: False)
Gustav Stresemann,10.5.1878 (BC: False),3.10.1929 (BC: False)
Émile Augier,17.9.1820 (BC: False),25.10.1889 (BC: False)
Alex Harvey (musician),5.2.1935 (BC: False),4.2.1982 (BC: False)
Abdullah el-Faisal,10.9.1963 (BC: False),'alive'
Oswald Boelcke,19.5.1891 (BC: False),28.10.1916 (BC: False)
William Auld,6.11.1924 (BC: False),11.9.2006 (BC: False)
Joseph Bell,2.12.1837 (BC: False),4.10.1911 (BC: False)
Tommy Steele,17.12.1936 (BC: False),'alive'
Georges Cadoudal,1.1.1771 (BC: False),25.6.1804 (BC: False)
Doveton Sturdee,9.6.1859 (BC: False),7.5.1925 (BC: False)
Anthony Hope,9.2.1863 (BC: False),8.7.1933 (BC: False)
Fergus Mór,29.6.430 (BC: False),12.10.501 (BC: False)
Masatoshi Koshiba,19.9.1926 (BC: False),'alive'
Mohammad Khatami,14.10.1943 (BC: False),'alive'
Eugène Marin Labiche,5.5.1815 (BC: False),23.1.1888 (BC: False)
John Taylor of Caroline,19.12.1753 (BC: False),21.8.1824 (BC: False)
Victorien Sardou,5.9.1831 (BC: False),8.11.1908 (BC: False)
David Wong Louie,20.12.1954 (BC: False),19.9.2018 (BC: False)
Oliver Law,None.None.1900 (BC: False),None.None.1937 (BC: False)
Ira Hayes,12.1.1923 (BC: False),24.1.1955 (BC: False)
Joe Rosenthal,9.10.1911 (BC: False),20.8.2006 (BC: False)
Pee Wee Reese,23.7.1918 (BC: False),14.8.1999 (BC: False)
Screamin' Jay Hawkins,18.7.1929 (BC: False),12.2.2000 (BC: False)
Oskar Merikanto,5.8.1868 (BC: False),17.2.1924 (BC: False)
Maxwell Bodenheim,26.5.1892 (BC: False),6.2.1954 (BC: False)
Daniel M. McGurl,2.10.1896 (BC: False),17.4.1976 (BC: False)
Thomas Coventry, 1st Baron Coventry,None.None.1578 (BC: False),None.None.1640 (BC: False)
George Villiers, 2nd Duke of Buckingham,30.1.1628 (BC: False),16.4.1687 (BC: False)
Andriyan Nikolayev,5.9.1929 (BC: False),3.7.2004 (BC: False)
Charles Firth (historian),16.3.1857 (BC: False),19.2.1936 (BC: False)
Frederick York Powell,4.1.1850 (BC: False),8.5.1904 (BC: False)
Adam Faith,23.6.1940 (BC: False),8.3.2003 (BC: False)
James Anthony Froude,23.4.1818 (BC: False),20.10.1894 (BC: False)
John Sherren Brewer,None.None.1810 (BC: False),None.None.1879 (BC: False)
Thomas Fairfax,17.1.1612 (BC: False),12.11.1671 (BC: False)
Maeve Binchy,28.5.1939 (BC: False),30.7.2012 (BC: False)
Bill Werbeniuk,14.1.1947 (BC: False),20.1.2003 (BC: False)
William H. Calvin,30.4.1939 (BC: False),'alive'
Joan Apsley,None.None.1578 (BC: False),None.None.1599 (BC: False)
Hermann Minkowski,22.6.1864 (BC: False),12.1.1909 (BC: False)
Henry Bennet, 1st Earl of Arlington,30.1.1618 (BC: False),28.7.1685 (BC: False)
Ferdowsi,None.None.940 (BC: True),None.None.1020 (BC: False)
Abraham Fischer,4.9.1850 (BC: False),16.11.1913 (BC: False)
Igor Ivanov,23.9.1945 (BC: False),'alive'
Jean Simmons,31.1.1929 (BC: False),22.1.2010 (BC: False)
Eric Kandel,7.11.1929 (BC: False),'alive'
Otto of Greece,1.6.1815 (BC: False),26.7.1867 (BC: False)
Maximilian I of Mexico,6.7.1832 (BC: False),19.6.1867 (BC: False)
Otto of Bavaria,27.4.1848 (BC: False),11.10.1916 (BC: False)
Benazir Bhutto,21.6.1953 (BC: False),27.12.2007 (BC: False)
Carlota of Mexico,7.6.1840 (BC: False),19.1.1927 (BC: False)
Greg Palast,26.6.1952 (BC: False),'alive'
Douglas Gordon,20.9.1966 (BC: False),'alive'
Joanne Woodward,27.2.1930 (BC: False),'alive'
Melina Mercouri,18.10.1920 (BC: False),6.3.1994 (BC: False)
Jean-Jacques Dessalines,20.9.1758 (BC: False),17.10.1806 (BC: False)
Clément Ader,2.4.1841 (BC: False),3.5.1925 (BC: False)
Robert R. Livingston (chancellor),27.11.1746 (BC: False),26.2.1813 (BC: False)
Robert Livingston (1708–1790),16.12.1708 (BC: False),27.11.1790 (BC: False)
Robert Livingston the Younger,None.None.1663 (BC: False),None.None.1725 (BC: False)
Robert Livingston the Elder,13.12.1654 (BC: False),1.10.1728 (BC: False)
Margherita of Savoy,20.11.1851 (BC: False),4.1.1926 (BC: False)
Frank James,10.1.1843 (BC: False),18.2.1915 (BC: False)
Zalmay Khalilzad,22.3.1951 (BC: False),'alive'
Albert Wohlstetter,19.12.1913 (BC: False),10.1.1997 (BC: False)
Corrie Sanders,7.1.1966 (BC: False),23.9.2012 (BC: False)
Steve Bell (cartoonist),26.2.1951 (BC: False),'alive'
Étienne Clavière,29.1.1735 (BC: False),8.12.1793 (BC: False)
Jacques Pierre Brissot,15.1.1754 (BC: False),31.10.1793 (BC: False)
Emma of Waldeck and Pyrmont,2.8.1858 (BC: False),20.3.1934 (BC: False)
Anna Pavlovna of Russia,18.1.1795 (BC: False),1.3.1865 (BC: False)
Princess Alice, Duchess of Gloucester,25.12.1901 (BC: False),29.10.2004 (BC: False)
Ryan Crocker,19.6.1949 (BC: False),'alive'
Spike Jones,14.12.1911 (BC: False),1.5.1965 (BC: False)
Raymond Carver,25.5.1938 (BC: False),2.8.1988 (BC: False)
Jonathan Motzfeldt,25.9.1938 (BC: False),28.10.2010 (BC: False)
Edward F. Cline,4.11.1891 (BC: False),22.5.1961 (BC: False)
Rollie Fingers,25.8.1946 (BC: False),'alive'
Theodore von Kármán,11.5.1881 (BC: False),6.5.1963 (BC: False)
Gillian Wearing,None.None.1963 (BC: False),'alive'
Philip Treacy,26.5.1967 (BC: False),'alive'
Madame de Pompadour,29.12.1721 (BC: False),15.4.1764 (BC: False)
Katherine Harris,5.4.1957 (BC: False),'alive'
Madame du Barry,19.8.1743 (BC: False),8.12.1793 (BC: False)
Than Shwe,2.2.1933 (BC: False),'alive'
Clare Short,15.2.1946 (BC: False),'alive'
Ahmed Ressam,9.5.1967 (BC: False),'alive'
Wolfgang Tillmans,16.8.1968 (BC: False),'alive'
Goran Ivanišević,13.9.1971 (BC: False),'alive'
Harry Oppenheimer,28.10.1908 (BC: False),19.8.2000 (BC: False)
George A. Rothrock,None.None.1932 (BC: False),None.None.1993 (BC: False)
Saint Lawrence,31.12.225 (BC: False),10.8.258 (BC: False)
Thomas Müntzer,21.12.1489 (BC: False),None.None.1525 (BC: False)
Ujjal Dosanjh,9.9.1946 (BC: False),'alive'
Antony Gormley,30.8.1950 (BC: False),'alive'
Beau Brummell,7.6.1778 (BC: False),30.3.1840 (BC: False)
Maria Fitzherbert,26.7.1756 (BC: False),27.3.1837 (BC: False)
Princess Charlotte of Wales,7.1.1796 (BC: False),6.11.1817 (BC: False)
Svetlana Alliluyeva,28.2.1926 (BC: False),22.11.2011 (BC: False)
Antonia Novello,23.8.1944 (BC: False),'alive'
Albert Anker,1.4.1831 (BC: False),16.7.1910 (BC: False)
Lars-Emil Johansen,24.9.1946 (BC: False),'alive'
Marc Bolan,30.9.1947 (BC: False),16.9.1977 (BC: False)
Lars Korvald,29.4.1916 (BC: False),4.7.2006 (BC: False)
Per Borten,3.4.1913 (BC: False),20.1.2005 (BC: False)
John Lyng,22.8.1905 (BC: False),18.1.1978 (BC: False)
Oscar Torp,8.6.1893 (BC: False),1.5.1958 (BC: False)
Ole Gunnar Solskjær,26.2.1973 (BC: False),'alive'
Barry Sheene,11.9.1950 (BC: False),10.3.2003 (BC: False)
Tauno Palo,25.10.1908 (BC: False),24.5.1982 (BC: False)
Faisal I of Iraq,20.5.1885 (BC: False),8.9.1933 (BC: False)
Raymond Fraser,8.5.1941 (BC: False),22.10.2018 (BC: False)
Richard Baxter,12.11.1615 (BC: False),8.12.1691 (BC: False)
Lord Frederick Cavendish,30.11.1836 (BC: False),6.5.1882 (BC: False)
Edward Whalley,None.None.1607 (BC: False),None.None.1675 (BC: False)
Eastwood Lane,22.5.1879 (BC: False),22.1.1951 (BC: False)
William Goffe,None.None.1605 (BC: False),None.None.1650 (BC: False)
Eddie Lang,25.10.1902 (BC: False),26.3.1933 (BC: False)
Daniel Pipes,9.9.1949 (BC: False),'alive'
Arthur Capell, 1st Earl of Essex,None.None.1631 (BC: False),13.7.1683 (BC: False)
Freddie Keppard,27.2.1889 (BC: False),15.7.1933 (BC: False)
Sammy Davis Jr.,8.12.1925 (BC: False),16.5.1990 (BC: False)
John Maitland, 1st Duke of Lauderdale,24.5.1616 (BC: False),24.8.1682 (BC: False)
Jimmy Dorsey,29.2.1904 (BC: False),12.6.1957 (BC: False)
Ángel O. Berríos,21.9.1940 (BC: False),28.4.2006 (BC: False)
Coleman Hawkins,21.11.1904 (BC: False),19.5.1969 (BC: False)
Pavel Popovich,5.10.1930 (BC: False),29.9.2009 (BC: False)
Valery Bykovsky,2.8.1934 (BC: False),27.3.2019 (BC: False)
Wilfredo Vázquez,2.8.1960 (BC: False),'alive'
Leonid Kantorovich,19.1.1912 (BC: False),7.4.1986 (BC: False)
Beryl Markham,26.10.1902 (BC: False),3.8.1986 (BC: False)
Yolanda Vadiz,None.None.1959 (BC: False),None.None.1987 (BC: False)
Vebjørn Tandberg,16.9.1904 (BC: False),30.8.1978 (BC: False)
Helge von Koch,25.1.1870 (BC: False),11.3.1924 (BC: False)
Anja Pärson,25.4.1981 (BC: False),'alive'
Mihai Eminescu,15.1.1850 (BC: False),15.6.1889 (BC: False)
Daniel Cornelius Danielssen,4.7.1815 (BC: False),13.7.1894 (BC: False)
Uri Geller,20.12.1946 (BC: False),'alive'
Marcos Pérez Jiménez,25.4.1914 (BC: False),20.9.2001 (BC: False)
Thomas Coram,None.None.1668 (BC: False),29.3.1751 (BC: False)
Emma Albani,1.11.1847 (BC: False),3.4.1930 (BC: False)
Steve Earle,17.1.1955 (BC: False),'alive'
Shunryū Suzuki,18.5.1904 (BC: False),4.12.1971 (BC: False)
Jim Mitchell (politician),19.10.1946 (BC: False),2.12.2002 (BC: False)
Roger Newdigate,30.5.1719 (BC: False),23.11.1806 (BC: False)
Marcus Miller,14.6.1959 (BC: False),'alive'
Noel Gallagher,29.5.1967 (BC: False),'alive'
Emperor Momozono,14.4.1741 (BC: False),31.8.1762 (BC: False)
Emperor Sakuramachi,8.2.1720 (BC: False),28.5.1750 (BC: False)
Empress Meishō,9.1.1624 (BC: False),4.12.1696 (BC: False)
Emperor Go-Mizunoo,29.6.1596 (BC: False),11.9.1680 (BC: False)
Emperor Go-Yōzei,31.12.1571 (BC: False),25.9.1617 (BC: False)
Emperor Go-Nara,26.1.1495 (BC: False),27.9.1557 (BC: False)
Emperor Go-Kashiwabara,19.11.1462 (BC: False),19.5.1526 (BC: False)
Emperor Go-Tsuchimikado,3.7.1442 (BC: False),21.10.1500 (BC: False)
Emperor Go-Hanazono,10.7.1419 (BC: False),18.1.1471 (BC: False)
Emperor Go-Komatsu,1.8.1377 (BC: False),1.12.1433 (BC: False)
Emperor Fushimi,10.5.1265 (BC: False),8.10.1317 (BC: False)
Emperor Shijō,17.3.1231 (BC: False),10.2.1242 (BC: False)
Gordon S. Fahrni,13.4.1887 (BC: False),3.11.1995 (BC: False)
Emperor Chūkyō,30.10.1218 (BC: False),18.6.1234 (BC: False)
Emperor Tsuchimikado,3.1.1196 (BC: False),6.11.1231 (BC: False)
Emperor Go-Toba,6.8.1180 (BC: False),28.3.1239 (BC: False)
Emperor Antoku,22.12.1178 (BC: False),25.4.1185 (BC: False)
Emperor Rokujō,28.12.1164 (BC: False),23.8.1176 (BC: False)
Emperor Go-Shirakawa,18.10.1127 (BC: False),26.4.1192 (BC: False)
Emperor Konoe,16.6.1139 (BC: False),22.8.1155 (BC: False)
Ed Rendell,5.1.1944 (BC: False),'alive'
Hamilton Fish III,7.12.1888 (BC: False),18.1.1991 (BC: False)
Marcelle Ferron,29.1.1924 (BC: False),19.11.2001 (BC: False)
Harper Lee,28.4.1926 (BC: False),19.2.2016 (BC: False)
Louis Sachar,20.3.1954 (BC: False),'alive'
Adolfo Pérez Esquivel,26.11.1931 (BC: False),'alive'
Domingo Cavallo,21.7.1946 (BC: False),'alive'
Marco Antonio Barrera,17.1.1974 (BC: False),'alive'
Diana Rigg,20.7.1938 (BC: False),'alive'
Liliʻuokalani,2.9.1838 (BC: False),11.11.1917 (BC: False)
Zoran Đinđić,1.8.1952 (BC: False),12.3.2003 (BC: False)
Mick McCarthy,7.2.1959 (BC: False),'alive'
Marcion of Sinope,None.None.85 (BC: False),None.None.160 (BC: False)
Noodles (musician),4.2.1963 (BC: False),'alive'
William Wesley Peters,12.6.1912 (BC: False),17.7.1991 (BC: False)
Harvey Milk,22.5.1930 (BC: False),27.11.1978 (BC: False)
James Herriot,3.10.1916 (BC: False),23.2.1995 (BC: False)
François Victor Alphonse Aulard,19.7.1849 (BC: False),23.10.1928 (BC: False)
María Conchita Alonso,29.6.1957 (BC: False),'alive'
Antonio Verrio,None.None.1636 (BC: False),15.6.1707 (BC: False)
Louis Laguerre,None.None.1663 (BC: False),None.None.1721 (BC: False)
Carlos Bernard,12.10.1962 (BC: False),'alive'
Charles Le Brun,24.2.1619 (BC: False),22.2.1690 (BC: False)
J. R. Ackerley,4.11.1896 (BC: False),4.6.1967 (BC: False)
Benjamin Hall, 1st Baron Llanover,8.11.1802 (BC: False),27.4.1867 (BC: False)
Joe Williams (jazz singer),12.12.1918 (BC: False),29.3.1999 (BC: False)
Konstantin Feoktistov,7.2.1926 (BC: False),21.11.2009 (BC: False)
Boris Yegorov,26.11.1937 (BC: False),12.9.1994 (BC: False)
Neal Cassady,8.2.1926 (BC: False),4.2.1968 (BC: False)
Pavel Belyayev,26.6.1925 (BC: False),10.1.1970 (BC: False)
Alexei Leonov,30.5.1934 (BC: False),11.10.2019 (BC: False)
Kjell Inge Røkke,25.10.1958 (BC: False),'alive'
Leslie Lamport,7.2.1941 (BC: False),'alive'
Wilhelm Adolf Schmidt,None.None.26 (BC: False),None.None.1887 (BC: False)
Camille Desmoulins,2.3.1760 (BC: False),5.4.1794 (BC: False)
Laura Ingalls Wilder,7.2.1867 (BC: False),10.2.1957 (BC: False)
Rose Wilder Lane,5.12.1886 (BC: False),30.10.1968 (BC: False)
Friedrich Melchior, Baron von Grimm,26.12.1723 (BC: False),19.12.1807 (BC: False)
